Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Target
-0.4442932600761116,-0.510016398854747,0.3773004930448522,-0.26987493529337125,-0.9787637157823074,-95.35049643827666
1.053802052034903,0.3577873603482833,-1.377669367957091,0.5607845263682344,1.083051243175277,98.57005438311431
1.1792971840638264,-0.7484865365565536,0.06751848141010895,1.551151975522523,0.11567463429285867,170.85887752138922
0.8135172173696698,1.5499344050175394,-1.2308643164339552,-0.7832532923362371,-0.3220615162056756,-79.08579783647308
-0.9080240755212109,-0.5622875292409727,-1.4123037013352915,-1.0128311203344238,0.3142473325952739,-225.79486859062368
0.09767609854883172,-0.40122047188583626,-0.7730097838554665,0.22409248181041677,0.01259240078179486,-40.32169102247099
-0.525755021680761,-0.8397218421807761,-0.759132661553698,-0.5993926454440222,-2.123895724309807,-302.9294861220952
-0.6516003476058171,-0.7303666317171367,2.1439440893253257,0.21645858958197486,0.045571839903813784,96.96651775837674
0.8135096360006385,-0.2176812032272203,1.305478807154329,1.09877685198719,0.8254163489880298,251.613017938711
1.3668742674445247,-0.275051697151644,1.6449677135012837,-2.301921164735585,-1.5151910621985523,-99.90998970742767
-1.1913034972026486,-0.7143514180263678,0.6565536086338297,1.8657745111447566,0.4738329209117875,93.82958419863678
0.28099186773503265,-1.9520877995225019,-0.6226995198205938,-0.15178509503558332,0.5883172064845765,-36.68958401028843
-1.7033824393551547,0.07409478041977519,-0.05554769889661878,1.6286155455712918,-1.3801014582148914,-104.39818926329316
0.44381942814622843,-0.48423407286625136,0.7746340534293368,1.2669111491866227,-0.7076694656187807,113.55712134659159
-1.4247481862134568,1.465648768921554,-0.5443827245251827,-0.22577630048653566,0.06752820468792384,-104.92188805874358
0.12029563171189886,0.6228499323474987,0.514438834058749,-1.0676204293825944,-0.1423794850212935,-31.234094178061447
0.36163602504763415,1.356240028570823,-0.6451197546051243,-0.07201012158033385,1.0035328978920242,83.6505961176274
0.3227185603380895,-1.0025293646378088,-0.827230943552323,-0.01851313599238993,-0.2886586389201383,-97.73772496140252
0.40171172209894146,0.5193465142411723,0.6901439917111125,1.5327389130025777,-0.1087601484568576,184.08282016662872
-1.0577109289559004,-0.6017066122293969,0.822544912103189,1.8522781845089378,-0.013497224737933921,97.59058035996668
-0.32602353216784113,0.2897748568964129,1.2012139221639448,2.075400798645439,0.8711247034316923,274.2445238343637
0.2034636358672231,-0.12791759148076653,-0.7563507452843033,-0.9555404406004258,-1.6064463202575725,-241.95652106952753
-1.8707919210258557,-0.4080753730215514,-0.35151348404130867,-2.038124535177854,-1.008086310917404,-378.50147160423325
-1.1962066240806708,-0.47917423784528995,0.812525822394198,-0.18565897666381712,-1.1063349740060282,-102.97800189762327
-0.3011036955892888,0.7384665799954104,-1.4785219903674274,0.1713682811899705,-0.11564828238824053,-98.76115696704574
-0.718444221252436,0.2320499373576363,-0.21344715171184725,-1.4480843414973241,-1.4074637743765552,-255.15285638201902
1.5646436558140062,0.36139560550841393,-2.6197451040897444,1.5380365664659692,-0.03582603910995154,37.91281108760762
3.0788808084552377,-0.24903603955637832,1.1195749114345768,0.5765569630557664,0.3112501545435361,354.6146213780369
0.37114587337130883,-0.7968952554704768,-0.6039851867158206,0.57707212718054,-0.2030453860429927,6.825240256557146
-0.5297602037670388,-0.5017570435845365,0.5132674331133561,0.9154021177020741,0.32875110965968446,66.25919434820129
0.213979910734222,1.9647251329163893,-0.11232804969082982,0.03526355197172861,-0.6997255079925856,-4.75679226307812
0.8128621188389601,-0.6929095952606542,0.6296288419236122,0.8995998754332507,0.30729952087660933,153.7396756016656
0.2544208433012131,0.08658978747289992,0.3376026620752022,-0.15567723539207948,1.1677820616598074,140.4287205853222
0.5705986685931593,-1.6694052811213718,-0.7632591565425169,0.543360192379935,-0.6626237589458467,-84.16243604833876
2.463242112485286,-1.9187712152990415,-0.19236096478112252,-0.026513875449216878,0.06023020994102644,101.9323196551117
-0.9075636620415979,0.2704568257798388,-0.5767713305683327,-0.05023810944913695,-0.23894804686640975,-97.88618158890164
0.3336621052869483,0.07156623721939247,1.0375399442578992,-0.4776574467651167,0.47897982574639186,119.08951016570872
0.39445214237829684,-0.4118769661224674,-0.42098448082026296,-0.48760622407249354,-0.4325581878196209,-71.66245103688318
-1.3281860488984305,-1.2208436499710222,0.19686123586912352,0.2088635950047554,-1.9596701238797756,-253.3980083201527
-0.661786464768388,0.6339190223180112,0.852433334796224,-2.025142586657607,0.18645431476942764,-95.38414168443322
0.9504238381860503,0.15039378647620763,-0.5769036556624031,0.34175597577715944,1.8761708392158862,184.48423054701672
0.0917607765355023,0.8219025043752238,-1.9875689146008928,0.08704706823817122,-0.29900735046586746,-123.13881046053146
0.8657551941701215,-0.7925207384327007,-1.2002964070557762,-0.11473644146689901,0.5049872789804571,-27.470608289184632
0.09933230542922587,0.755391225825756,0.751387123371789,0.5009171876243808,-0.977555244798551,15.581300054033836
-0.6771617115121117,-0.012246772846914623,0.9751197334177512,-0.8972543714858315,0.07580455819372633,-31.896654707549366
-0.11453984525261789,-0.4691756521047048,1.2378163119734618,-1.7131345290908775,1.3538723741654128,32.810852430803
0.9592708260852069,0.024510174258942714,2.1531824575115563,0.49799829124544975,1.4511436077950417,357.76457100130597
-0.3276621465977682,0.09707754934804039,-0.39210815313215763,0.9686449905328892,-0.7020530938773524,-42.67984538218107
-1.2110161997624567,0.6385924587773739,-0.6518361078021592,-1.6615200622689599,-0.06607979864731657,-221.33808897037997
-0.2453881160028705,0.4127809269364983,-0.7537361643574896,0.82206015999449,1.8967929826539474,144.9118668240076
-0.846793718068405,0.714000494092092,-1.5148472246858646,0.47323762457354485,-0.07282891265687277,-117.23906615987624
0.5219415656168976,0.7818228717773104,0.29698467323318606,-1.236950710878082,-1.3204566130842763,-119.41362709212473
-0.8612842013282637,-0.007972641316617372,1.5231240772696573,1.4799441388900259,0.0773683076476183,178.54249627454888
1.8314587658543537,-0.898414671348358,1.179440120721287,0.4919191715065057,-1.3202332070206422,110.68805994980463
-0.48536354782910346,0.7589692204932674,0.08187413938632256,-0.7728252145375718,-0.23681860674000887,-82.79372180826671
0.4824724152431853,0.6256673477650062,-0.2234627853258509,-0.8571575564162826,-1.0708924980611123,-127.27982669528592
1.7654542402810969,-0.3345012358409484,0.40498171096095553,-0.4749453111609562,-0.6533292325737119,50.30726928140473
-1.913280244657798,-0.46341769281246226,-1.7249178325130328,-0.46572975357025687,0.24196227156603412,-281.90973823088854
0.3411519748166439,-0.8895144296255233,0.27669079933001905,-0.8158102849654383,-0.0771017094141042,-28.550654902695218
